event_name,event_lat,event_lon,stop_id,stop_name,stop_lat,stop_lon,distance,start_date,end_date,estimated_passengers,distance_weight,demand_score
The Witch Who Couldn't Sleep,54.0045323,-6.400592899999999,8300PB14077,Dundalk Roden Place,54.004474,-6.39903,0.0015639869884357,2026-03-31T00:00:00Z,2026-03-31T00:00:00Z,500,390.01757985133315,195008.78992566658
Saipan,54.0045323,-6.400592899999999,8300PB14077,Dundalk Roden Place,54.004474,-6.39903,0.0015639869884357,2026-03-31T00:00:00Z,2026-03-31T00:00:00Z,500,390.01757985133315,195008.78992566658
"Mack Fleetwood, Europe’s Ultimate Tribute to Fleetwood Mac",52.3380334,-6.4621603,834000055,Custom House Quay,52.339415,-6.460298,0.0023188315699949,2026-04-11T00:00:00Z,2026-04-11T00:00:00Z,500,301.3108616420497,150655.43082102484
A Night At The Opry,52.838161,-6.9278619,8210000199,Carlow College,52.838603,-6.927199,0.0007967436287788,2026-04-12T00:00:00Z,2026-04-12T00:00:00Z,500,556.5624299331307,278281.21496656537
"A Night At The Opry with Claudia Buckley, Johnny Brady & John Hogan",52.2666168,-9.7083368,8390B635851,Tralee Prince's Street,52.266953,-9.709685,0.0013894868405283,2026-03-12T00:00:00Z,2026-03-12T00:00:00Z,500,418.49989840450695,209249.94920225348
A Wicked Easter,53.44457670000001,-6.1655167,8240DB003583,Saint Sylvester's School,53.449348,-6.163163,0.0053202638449499,2026-04-03T00:00:00Z,2026-04-04T00:00:00Z,500,158.22124274116072,79110.62137058037
ABAIR: Breanndán Ó Beaglaoich / Seamas Hyland,53.3346479,-6.2587823,8220DB001013,Earlsfort Terrace,53.334181,-6.258346,0.0006390252733648,2026-03-14T00:00:00Z,2026-03-14T00:00:00Z,500,610.1187188816634,305059.3594408317
ABAIR: Franke Archer / Ruth Clinton / Amy Bluemel,53.3450078,-6.269166299999999,8220DB001443,Wood Quay,53.345129,-6.26954,0.0003928627368447,2026-03-15T00:00:00Z,2026-03-15T00:00:00Z,500,717.9458345373891,358972.91726869455
ABAIR: Little John Nee / Hugh Cooney,53.3507553,-6.2565686,8220DB000621,Talbot Street West,53.350518,-6.256268,0.0003829773492002,2026-03-15T00:00:00Z,2026-03-15T00:00:00Z,500,723.0776415668105,361538.8207834052
ABAIR: Storytelling at The Peacock Bar,53.3483986,-6.257178199999999,8220DB000297,Eden Quay,53.3481432679358,-6.25677012601713,0.0004813718297814,2026-03-15T00:00:00Z,2026-03-15T00:00:00Z,500,675.0499637539117,337524.98187695583
ABAIR: The Wilsons & The McKeaney Sisters,53.3450078,-6.269166299999999,8220DB001443,Wood Quay,53.345129,-6.26954,0.0003928627368447,2026-03-15T00:00:00Z,2026-03-15T00:00:00Z,500,717.9458345373891,358972.91726869455
Acis and Galatea,52.1398345,-7.9293394,8450B255061,Lismore,52.136741,-7.934327,0.0058690626176578,2026-05-26T00:00:00Z,2026-05-28T00:00:00Z,500,145.58027137929602,72790.13568964801
"Aisling Bea ""Older Than Jesus""",52.3380334,-6.4621603,834000055,Custom House Quay,52.339415,-6.460298,0.0023188315699949,2026-03-19T00:00:00Z,2026-03-19T00:00:00Z,500,301.3108616420497,150655.43082102484
Al Porter Algorithm,52.3380334,-6.4621603,834000055,Custom House Quay,52.339415,-6.460298,0.0023188315699949,2026-03-27T00:00:00Z,2026-03-27T00:00:00Z,500,301.3108616420497,150655.43082102484
Albums Worth Talking About - Episode 2,53.3360639,-6.3240107,8220DB001949,Tyrconnell Park,53.337641,-6.323618,0.0016252561951876,2026-03-13T00:00:00Z,2026-03-13T00:00:00Z,500,380.91520432676873,190457.60216338438
Alma Boliviana Ballet,53.3381736,-6.259119,8220DB000790,Stephen's Green Nth,53.339316,-6.258367,0.0013676921290986,2026-03-14T00:00:00Z,2026-03-14T00:00:00Z,500,422.3522085959327,211176.10429796635
Alternative Side to Dublin | FREE Walking Tour,53.352914,-6.262148,8220DB000264,Parnell Square East,53.353316,-6.26197,0.0004396453115875,2026-02-28T00:00:00Z,2026-03-28T00:00:00Z,500,694.6155361679314,347307.7680839657
An Audience with Liverpool Legends,52.044466,-9.502486,839000124,Gleneagle Hotel,52.0440401554159,-9.50267484856799,0.0004658405214659,2026-03-26T00:00:00Z,2026-03-26T00:00:00Z,500,682.202453374641,341101.2266873205
"Aran Knitting Workshop, Knit an Aran Scarf with Irish Wool",53.3450737,-6.2534374,8220DB000400,Shaw Street,53.344849,-6.25339,0.0002296450521971,2026-03-14T00:00:00Z,2026-03-15T00:00:00Z,500,813.2428119913337,406621.40599566686
AS IF | Group Exhibition at the International Centre for the Image,53.3489638,-6.233671699999999,8220DB002502,New Wapping Street,53.34913,-6.2353,0.0016367600098988,2026-02-06T00:00:00Z,2026-04-05T00:00:00Z,500,379.2533246278946,189626.66231394728
Athlone River Festival 2026: Viking Themed,53.4239226,-7.940277499999999,8330B455701,Northgate Street,53.42466,-7.94042,0.0007510426153078,2026-07-31T00:00:00Z,2026-08-02T00:00:00Z,2000,571.0883283238763,1142176.6566477527
Award Winning Danny Ryan plus Guests,51.9018264,-8.470619899999999,8370B258981,Coburg Street,51.90175,-8.47072,0.0001259244614831,2026-03-21T00:00:00Z,2026-03-21T00:00:00Z,500,888.1590499266455,444079.52496332274
Aware's Harbour2Harbour Walk 2026,53.2956349,-6.133322199999999,8250IR0124,Dun Laoghaire (Mallin),53.294776,-6.134575,0.001518952616117,2026-03-17T00:00:00Z,2026-03-17T00:00:00Z,500,396.9903973586902,198495.1986793451
Ballymaloe Festival of Food,51.865171,-8.073812,8380B237231,Ballymaloe,51.868543,-8.083596,0.010348769975221,2026-05-15T00:00:00Z,2026-05-17T00:00:00Z,2000,88.11527612097245,176230.5522419449
Beyond the Border,54.0045323,-6.400592899999999,8300PB14077,Dundalk Roden Place,54.004474,-6.39903,0.0015639869884357,2026-04-06T00:00:00Z,2026-04-08T00:00:00Z,500,390.01757985133315,195008.78992566658
Bill Laurance: Presented by Music Network,51.8973901,-8.476346399999999,8370B4289701,South Main Street,51.897316,-8.476966,0.0006240152001363,2026-10-24T00:00:00Z,2026-10-24T00:00:00Z,1200,615.7577834961595,738909.3401953914
Blackwater Valley Opera Festival Chorus Recital,52.0891971,-7.8513248,845000054,Villierstown,52.08854,-7.85106,0.0007084486219884,2026-05-28T00:00:00Z,2026-05-28T00:00:00Z,2000,585.3263522997473,1170652.7045994946
Boots & Brews,53.44457670000001,-6.1655167,8240DB003583,Saint Sylvester's School,53.449348,-6.163163,0.0053202638449499,2026-04-02T00:00:00Z,2026-04-02T00:00:00Z,500,158.22124274116072,79110.62137058037
BVOF 2026 - Free Open Air Recital Castlemartyr,51.911187,-8.063296,8380B2115701,Castlemartyr,51.9118244519414,-8.05604612042964,0.007277849872202,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z,500,120.80431699517992,60402.15849758996
BVOF 2026 - Free Open Air Recital Dungarvan,52.092034,-7.618411500000001,8450B216321,Dungarvan,52.091475294971,-7.62091475352959,0.0025648449354359,2026-05-29T00:00:00Z,2026-05-29T00:00:00Z,500,280.5171103123235,140258.55515616175
BVOF 2026 - Free Open Air Recital Youghal,51.9471285,-7.842490199999999,8380B244661,Youghal South,51.947357,-7.843017,0.0005742216383938,2026-05-30T00:00:00Z,2026-05-30T00:00:00Z,500,635.2345664745873,317617.28323729365
BVOF Opening Ceremony 2026 - Free Open Air Recital Lismore,52.13733389999999,-7.9335431,8450B255061,Lismore,52.136741,-7.934327,0.0009828680582785,2026-05-26T00:00:00Z,2026-05-26T00:00:00Z,500,504.31999034176124,252159.99517088063
Caife agus Comhluadar – Bígí linn ag caint ‘is ag comhrá Gaeilge,52.26644160000001,-9.7035741,8390LL11332,Tralee Denny Street,52.267583,-9.705702,0.0024146950884088,2026-01-30T00:00:00Z,2026-05-22T00:00:00Z,500,292.8519162353632,146425.9581176816
Captain Splash,54.0045323,-6.400592899999999,8300PB14077,Dundalk Roden Place,54.004474,-6.39903,0.0015639869884357,2026-04-04T00:00:00Z,2026-04-04T00:00:00Z,500,390.01757985133315,195008.78992566658
"Cash Returns, The Man In Black",52.3380334,-6.4621603,834000055,Custom House Quay,52.339415,-6.460298,0.0023188315699949,2026-03-21T00:00:00Z,2026-03-21T00:00:00Z,500,301.3108616420497,150655.43082102484
Cavan Drama Festival 2026,53.9909933,-7.3621073,8520B141471,Cavan Bus Station,53.990218,-7.363086,0.0012485767016893,2026-03-07T00:00:00Z,2026-03-14T00:00:00Z,2000,444.7257677484272,889451.5354968543
Ceoltóirí Chualann agus Cór Cúil Aodha : Múscailt,53.3346479,-6.2587823,8220DB001013,Earlsfort Terrace,53.334181,-6.258346,0.0006390252733648,2026-03-14T00:00:00Z,2026-03-14T00:00:00Z,500,610.1187188816634,305059.3594408317
Chris Finnegan: Residency & Exhibition,51.8973901,-8.476346399999999,8370B4289701,South Main Street,51.897316,-8.476966,0.0006240152001363,2026-05-07T00:00:00Z,2026-06-28T00:00:00Z,500,615.7577834961595,307878.89174807974
Chris Ramsey: Here Man,53.34267639999999,-6.2778366,8220DB001938,Cornmarket,53.342978,-6.276761,0.0011170845626043,2026-03-11T00:00:00Z,2026-03-11T00:00:00Z,500,472.3476887337296,236173.84436686483
Christy Moore,52.044466,-9.502486,839000124,Gleneagle Hotel,52.0440401554159,-9.50267484856799,0.0004658405214659,2026-04-11T00:00:00Z,2026-04-11T00:00:00Z,500,682.202453374641,341101.2266873205
Clifden Piano Festival,53.4891345,-10.0202388,8470B635401,Clifden,53.48751,-10.02047,0.0016408697967829,2026-03-15T00:00:00Z,2026-03-16T00:00:00Z,2000,378.66312122551335,757326.2424510267
Cliona Hagan In Concert,52.044466,-9.502486,839000124,Gleneagle Hotel,52.0440401554159,-9.50267484856799,0.0004658405214659,2026-03-20T00:00:00Z,2026-03-20T00:00:00Z,1500,682.202453374641,1023303.6800619615
Courtmacsherry Harbour Festival,51.63385539999999,-8.7059339,8380B2303101,Courtmacsherry,51.635306,-8.710628,0.0049131268220998,2026-07-25T00:00:00Z,2026-08-03T00:00:00Z,2000,169.1152633937406,338230.5267874812
Cruise to Clonmacnoise,53.4233926,-7.9423094,8330B5546201,Castle Street,53.4226641777525,-7.94257368074834,0.0007748827553849,2026-04-24T00:00:00Z,2026-04-24T00:00:00Z,500,563.4174972775262,281708.7486387631
Cuilcagh Camino 2026,54.1942277,-7.7041564,8520B1521601,Hawkswood,54.19608,-7.70347,0.0019753886326518,2026-08-08T00:00:00Z,2026-08-08T00:00:00Z,500,336.0905493238895,168045.27466194474
"Cures and Curses, An evening of traditional storytelling",53.3450737,-6.2534374,8220DB000400,Shaw Street,53.344849,-6.25339,0.0002296450521971,2026-03-14T00:00:00Z,2026-03-14T00:00:00Z,500,813.2428119913337,406621.40599566686
Cushendall: Irish Song Cycles – Charles Villiers Stanford,52.0891971,-7.8513248,845000054,Villierstown,52.08854,-7.85106,0.0007084486219884,2026-05-28T00:00:00Z,2026-05-28T00:00:00Z,500,585.3263522997473,292663.17614987365
Dan McCabe with Special Guest Gearoid McCarthy,52.044466,-9.502486,839000124,Gleneagle Hotel,52.0440401554159,-9.50267484856799,0.0004658405214659,2026-03-20T00:00:00Z,2026-03-20T00:00:00Z,500,682.202453374641,341101.2266873205
Dan McCabe with Special Guest Gearoid McCarthy,52.044466,-9.502486,839000124,Gleneagle Hotel,52.0440401554159,-9.50267484856799,0.0004658405214659,2026-04-09T00:00:00Z,2026-04-09T00:00:00Z,500,682.202453374641,341101.2266873205
Dancing Pianos! Dearbhla Collins & Finghin Collins Concert,52.0655322,-7.869051599999999,845000054,Villierstown,52.08854,-7.85106,0.0292071315161218,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z,1500,33.104765325575244,49657.14798836286
David McSavage 'The Occasional Ride',52.838161,-6.9278619,8210000199,Carlow College,52.838603,-6.927199,0.0007967436287788,2026-03-21T00:00:00Z,2026-03-21T00:00:00Z,500,556.5624299331307,278281.21496656537
Declan Nerney with special guests Mick Flavin & Louise Morrissey,52.838161,-6.9278619,8210000199,Carlow College,52.838603,-6.927199,0.0007967436287788,2026-04-11T00:00:00Z,2026-04-11T00:00:00Z,500,556.5624299331307,278281.21496656537
Dee Armstrong (Kila) Solo Album: Deichtines Daughter,53.3450737,-6.2534374,8220DB000400,Shaw Street,53.344849,-6.25339,0.0002296450521971,2026-03-15T00:00:00Z,2026-03-15T00:00:00Z,500,813.2428119913337,406621.40599566686
Delphi Half Marathon & 10km,53.68832769999999,-9.7865142,8490B553111,Louisburgh,53.76375,-9.808138,0.0784608951244637,2026-05-16T00:00:00Z,2026-05-16T00:00:00Z,500,12.584806632666902,6292.403316333452
Dingle Food Festival 2026,52.1408534,-10.2671142,8390B6356301,Dingle,52.13898,-10.27207,0.0052980733479254,2026-10-02T00:00:00Z,2026-10-04T00:00:00Z,2000,158.77871608615075,317557.4321723015
Do I Love You?,53.3450078,-6.269166299999999,8220DB001443,Wood Quay,53.345129,-6.26954,0.0003928627368447,2026-03-18T00:00:00Z,2026-03-21T00:00:00Z,500,717.9458345373891,358972.91726869455
Don Giovanni,52.1405094,-7.932057200000001,8450B255061,Lismore,52.136741,-7.934327,0.0043991852200132,2026-05-27T00:00:00Z,2026-06-01T00:00:00Z,500,185.21313110231753,92606.56555115877
Doris Day: A Date with the Girl Next Door,54.0045323,-6.400592899999999,8300PB14077,Dundalk Roden Place,54.004474,-6.39903,0.0015639869884357,2026-04-03T00:00:00Z,2026-04-03T00:00:00Z,500,390.01757985133315,195008.78992566658
Drawing From the Well – The Breandán Breathnach Collection,53.3346479,-6.2587823,8220DB001013,Earlsfort Terrace,53.334181,-6.258346,0.0006390252733648,2026-03-15T00:00:00Z,2026-03-15T00:00:00Z,500,610.1187188816634,305059.3594408317
Dublin Book Festival 2026,53.34235220000001,-6.2500908,8220B111761,Westland Row Church,53.342626,-6.250132,0.000276882429918,2026-11-04T00:00:00Z,2026-11-08T00:00:00Z,2000,783.1574595824135,1566314.9191648269
Dublin City Council St. Patrick’s Festival Family Village,53.3444102,-6.2709812,8220DB007888,Winetavern Street,53.344561,-6.271891,0.0009222129255226,2026-03-14T00:00:00Z,2026-03-16T00:00:00Z,2000,520.233729948583,1040467.459897166
Dublin City Council St Patrick's Festival Treasure Hunt,53.3449733,-6.2707241,8220DB001480,Ormond Quay Upper,53.345766,-6.27067,0.0007945439572465,2026-03-14T00:00:00Z,2026-03-14T00:00:00Z,2000,557.2446392087119,1114489.2784174238
Dublin Comic Con Summer Edition 2026,53.3478621,-6.2395809,8220DB007398,Convention Centre,53.347499,-6.239853,0.0004537400357043,2026-08-08T00:00:00Z,2026-08-09T00:00:00Z,500,687.8808971615929,343940.4485807964
Dundalk Comic Con 2026,53.9675971,-6.3873934,8300B133581,Haggardstown,53.963015,-6.387108,0.0045909795871908,2026-07-05T00:00:00Z,2026-07-05T00:00:00Z,500,178.8595333617471,89429.76668087355
Dundalk Photographic Society Exhibition 2026,54.0045323,-6.400592899999999,8300PB14077,Dundalk Roden Place,54.004474,-6.39903,0.0015639869884357,2026-04-11T00:00:00Z,2026-04-25T00:00:00Z,500,390.01757985133315,195008.78992566658
Easter 2026 at Clonfert Farm,53.3618657,-6.6745734,8260PB10045,Rathcoffey,53.3341571403331,-6.67788819585792,0.0279061310538408,2026-03-28T00:00:00Z,2026-04-05T00:00:00Z,500,34.5947369482755,17297.368474137747
Easter Family Adventure at Kildare Farm Foods,53.1262731,-6.9570373,826000154,Walterstown,53.103065,-6.960398,0.023450164393878,2026-03-30T00:00:00Z,2026-04-04T00:00:00Z,500,40.899520505898394,20449.760252949196
"Ecce Homo by Titian, National Gallery Dublin",51.8973901,-8.476346399999999,8370B4289701,South Main Street,51.897316,-8.476966,0.0006240152001363,2026-03-31T00:00:00Z,2026-03-31T00:00:00Z,500,615.7577834961595,307878.89174807974
Éire to Everywhere: Stories Without Borders with Nuala O'Connor,53.3483124,-6.2481792,8220DB002499,Sean O'Casey Bridge,53.348128,-6.247128,0.0010672510482534,2026-06-16T00:00:00Z,2026-06-16T00:00:00Z,500,483.7341845079194,241867.0922539597
Éire to Everywhere: Stories Without Borders with Oisín Fagan,53.3483124,-6.2481792,8220DB002499,Sean O'Casey Bridge,53.348128,-6.247128,0.0010672510482534,2026-03-24T00:00:00Z,2026-03-24T00:00:00Z,500,483.7341845079194,241867.0922539597
Embroidery Workshop: Make an Irish Celtic Knot,53.3402225,-6.2549209,8220DB004530,Kildare Street,53.3403225334906,-6.25546724321507,0.0005554256096846,2026-03-11T00:00:00Z,2026-03-11T00:00:00Z,500,642.9108494637516,321455.42473187577
Evening: Born to Dance by Kerry School of Music Dance Academy,52.2666168,-9.7083368,8390B635851,Tralee Prince's Street,52.266953,-9.709685,0.0013894868405283,2026-03-21T00:00:00Z,2026-03-21T00:00:00Z,1200,418.49989840450695,502199.87808540836
Fair Deal,53.3483986,-6.257178199999999,8220DB000297,Eden Quay,53.3481432679358,-6.25677012601713,0.0004813718297814,2026-03-03T00:00:00Z,2026-03-28T00:00:00Z,500,675.0499637539117,337524.98187695583
Faulty Towers The Dining Experience,53.30780290000001,-6.2545606,8220DB001062,Chuchtown Road Lower,53.30826,-6.255319,0.0008855004065421,2026-04-11T00:00:00Z,2026-04-11T00:00:00Z,500,530.3631845054559,265181.59225272795
Fiona Marron—The centrality of bodies,53.3389205,-6.2745307,8220DB002312,Saint Luke's Avenue,53.338879,-6.275484,0.000954202881991,2026-03-12T00:00:00Z,2026-03-28T00:00:00Z,500,511.7175955554677,255858.79777773385
Flowers and Friendship Bracelets,51.9011156,-8.4683303,8370B299001,Merchants Quay,51.899985,-8.468247,0.0011336645226835,2026-04-11T00:00:00Z,2026-04-11T00:00:00Z,500,468.6772401981472,234338.6200990736
Francis Rossi,52.044466,-9.502486,839000124,Gleneagle Hotel,52.0440401554159,-9.50267484856799,0.0004658405214659,2026-04-13T00:00:00Z,2026-04-13T00:00:00Z,500,682.202453374641,341101.2266873205
Frontlines: Irish Journalists Abroad,53.3483124,-6.2481792,8220DB002499,Sean O'Casey Bridge,53.348128,-6.247128,0.0010672510482534,2026-01-30T00:00:00Z,2026-03-31T00:00:00Z,500,483.7341845079194,241867.0922539597
Galway Comic Con 2026,53.2789873,-9.039006,8460B5236801,Dexcom Stadium,53.27869,-9.038295,0.000770654455642,2026-06-14T00:00:00Z,2026-06-14T00:00:00Z,500,564.7629309115664,282381.4654557832
Gerard Byrne: An Artist's Eye | Exhibition,53.3437192,-6.262137999999999,8220DB007582,College Green,53.344322,-6.262228,0.0006094816157974,2026-02-14T00:00:00Z,2026-03-22T00:00:00Z,500,621.3180630240136,310659.03151200677
Get Shamrocked!,53.3498053,-6.2603097,8220DB006059,The Spire of Dublin,53.3502244282714,-6.26018517538052,0.0004372355071881,2026-03-14T00:00:00Z,2026-03-16T00:00:00Z,500,695.7801939895462,347890.0969947731
Goethe Choir presents Stabat Mater by Karl Jenkins,53.34351299999999,-6.2710602,8220PB11631,Winetavern Street,53.343467,-6.27201,0.0009509132662861,2026-03-14T00:00:00Z,2026-03-14T00:00:00Z,500,512.5804500287563,256290.22501437817
Grace,53.7154691,-7.7996269,8290IR0072,Longford,53.724079,-7.796346,0.0092138310609678,2026-05-01T00:00:00Z,2026-05-01T00:00:00Z,500,97.90645586664385,48953.22793332193
Grace by Jody O'Neill,52.838161,-6.9278619,8210000199,Carlow College,52.838603,-6.927199,0.0007967436287788,2026-05-20T00:00:00Z,2026-05-21T00:00:00Z,500,556.5624299331307,278281.21496656537
Hothouse Flowers,52.3380334,-6.4621603,834000055,Custom House Quay,52.339415,-6.460298,0.0023188315699949,2026-04-18T00:00:00Z,2026-04-18T00:00:00Z,500,301.3108616420497,150655.43082102484
I'm Grand Mam - Happy Campers,52.044466,-9.502486,839000124,Gleneagle Hotel,52.0440401554159,-9.50267484856799,0.0004658405214659,2026-03-21T00:00:00Z,2026-03-21T00:00:00Z,500,682.202453374641,341101.2266873205
In the Footsteps of St Patrick,53.3443804,-6.2632213,8220DB007581,College Green,53.344159,-6.263346,0.0002541024399736,2026-03-14T00:00:00Z,2026-03-16T00:00:00Z,500,797.3830271959688,398691.5135979844
Ireland Card Show 2026,53.326698,-6.226029899999999,8220DB000417,Merrion Road,53.3277,-6.22597,0.0010037888273931,2026-04-11T00:00:00Z,2026-04-11T00:00:00Z,500,499.05458416044036,249527.29208022018
Irish Baking Experience,52.4457718,-7.677380499999999,843000033,Fethard,52.466031,-7.695851,0.0274152248739631,2026-03-15T00:00:00Z,2026-03-21T00:00:00Z,500,35.19240141281799,17596.200706408996
Irish Heritage Recital - BVOF 2026,52.14926089999999,-7.880488999999999,845000005,Cappoquin,52.146660550323,-7.85102499985457,0.0295785246929673,2026-05-29T00:00:00Z,2026-05-29T00:00:00Z,500,32.7026895522526,16351.3447761263
Irish Salon Opera Series: The Deserted Village by John William Glover,52.1398345,-7.9293394,8450B255061,Lismore,52.136741,-7.934327,0.0058690626176578,2026-05-30T00:00:00Z,2026-05-30T00:00:00Z,500,145.58027137929602,72790.13568964801
Irish Writers’ Series: Samuel Beckett,52.1398345,-7.9293394,8450B255061,Lismore,52.136741,-7.934327,0.0058690626176578,2026-05-30T00:00:00Z,2026-05-30T00:00:00Z,500,145.58027137929602,72790.13568964801
Jack Patrick Healy - Orange is in the new Jack,52.044466,-9.502486,839000124,Gleneagle Hotel,52.0440401554159,-9.50267484856799,0.0004658405214659,2026-04-05T00:00:00Z,2026-04-05T00:00:00Z,500,682.202453374641,341101.2266873205
James McMurtry,53.33658,-6.265715,8220DB001353,Wexford Street,53.33601,-6.265419,0.0006422740847924,2026-10-04T00:00:00Z,2026-10-04T00:00:00Z,500,608.9117579459399,304455.87897296995
Japanese Film Festival,54.0045323,-6.400592899999999,8300PB14077,Dundalk Roden Place,54.004474,-6.39903,0.0015639869884357,2026-04-11T00:00:00Z,2026-04-11T00:00:00Z,2000,390.01757985133315,780035.1597026663
Jarlath Regan Gas Man,52.3380334,-6.4621603,834000055,Custom House Quay,52.339415,-6.460298,0.0023188315699949,2026-03-20T00:00:00Z,2026-03-20T00:00:00Z,500,301.3108616420497,150655.43082102484
Jason Byrne Head In The Clouds,52.3380334,-6.4621603,834000055,Custom House Quay,52.339415,-6.460298,0.0023188315699949,2026-04-12T00:00:00Z,2026-04-12T00:00:00Z,500,301.3108616420497,150655.43082102484
Joe Stilgoe and the RTÉ CO Present: A Night at the Movies,53.3346479,-6.2587823,8220DB001013,Earlsfort Terrace,53.334181,-6.258346,0.0006390252733648,2026-03-12T00:00:00Z,2026-03-12T00:00:00Z,500,610.1187188816634,305059.3594408317
Joe the Magician - Live,52.3380334,-6.4621603,834000055,Custom House Quay,52.339415,-6.460298,0.0023188315699949,2026-03-15T00:00:00Z,2026-03-15T00:00:00Z,500,301.3108616420497,150655.43082102484
Joe the Magician - Live,52.3380334,-6.4621603,834000055,Custom House Quay,52.339415,-6.460298,0.0023188315699949,2026-03-14T00:00:00Z,2026-03-15T00:00:00Z,500,301.3108616420497,150655.43082102484
Joe the Magician - Live,52.3380334,-6.4621603,834000055,Custom House Quay,52.339415,-6.460298,0.0023188315699949,2026-03-15T00:00:00Z,2026-03-15T00:00:00Z,500,301.3108616420497,150655.43082102484
Joe the Magician - Live,52.3380334,-6.4621603,834000055,Custom House Quay,52.339415,-6.460298,0.0023188315699949,2026-03-14T00:00:00Z,2026-03-15T00:00:00Z,500,301.3108616420497,150655.43082102484
K-Pop Camp,53.44457670000001,-6.1655167,8240DB003583,Saint Sylvester's School,53.449348,-6.163163,0.0053202638449499,2026-04-01T00:00:00Z,2026-04-02T00:00:00Z,500,158.22124274116072,79110.62137058037
Kim Crowley: Residency & Exhibition,51.8973901,-8.476346399999999,8370B4289701,South Main Street,51.897316,-8.476966,0.0006240152001363,2026-03-05T00:00:00Z,2026-05-03T00:00:00Z,500,615.7577834961595,307878.89174807974
Kinsale St. Patrick's Day Parade 2026,51.7058853,-8.5222327,8380B247191,Kinsale,51.7056067601612,-8.52182635309584,0.0004926481993441,2026-03-17T00:00:00Z,2026-03-17T00:00:00Z,500,669.950227012246,334975.113506123
Kinsale St. Patrick's Maritime Parade 2026,51.7060502,-8.5225014,8380B247191,Kinsale,51.7056067601612,-8.52182635309584,0.0008076677617982,2026-03-16T00:00:00Z,2026-03-16T00:00:00Z,500,553.199001018438,276599.500509219
Knockbride Festival Family Fun Day,53.9875971,-6.994836299999999,8520LL14245,Canningstown,53.98056,-7.04704,0.0526758680051894,2026-08-16T00:00:00Z,2026-08-16T00:00:00Z,2000,18.63034613438053,37260.692268761064
Kyla Cobbler - Not My Lemons,52.044466,-9.502486,839000124,Gleneagle Hotel,52.0440401554159,-9.50267484856799,0.0004658405214659,2026-04-05T00:00:00Z,2026-04-05T00:00:00Z,500,682.202453374641,341101.2266873205
Kyla Cobbler: Not My Lemons,52.3380334,-6.4621603,834000055,Custom House Quay,52.339415,-6.460298,0.0023188315699949,2026-04-02T00:00:00Z,2026-04-02T00:00:00Z,500,301.3108616420497,150655.43082102484
Lahinch Trad Festival 2026,52.9334632,-9.3440769,8360B3509601,Lahinch,52.93367,-9.34482,0.0007713389981078,2026-04-17T00:00:00Z,2026-04-19T00:00:00Z,2000,564.5446755636451,1129089.3511272902
Let's Dance,54.0045323,-6.400592899999999,8300PB14077,Dundalk Roden Place,54.004474,-6.39903,0.0015639869884357,2026-04-10T00:00:00Z,2026-04-10T00:00:00Z,500,390.01757985133315,195008.78992566658
Lewis Barfoot at The Cat & Cage Club,53.3711919,-6.2532521,8220DB007603,Saint Patrick's Campus,53.371577,-6.253183,0.0003912503290759,2026-03-25T00:00:00Z,2026-03-25T00:00:00Z,500,718.7779072542774,359388.9536271387
Listowel Writers' Week 2026,52.4447194,-9.4870879,8390B335541,Listowel,52.445133,-9.486602,0.0006380938567345,2026-05-27T00:00:00Z,2026-05-31T00:00:00Z,500,610.4656310679753,305232.81553398765
Live in the Marquee at Carndonagh,55.2510972,-7.261797,853000124,Carndonagh,55.251298,-7.261389,0.0004547357914219,2026-07-10T00:00:00Z,2026-07-12T00:00:00Z,500,687.4100478565745,343705.0239282872
LoGaCulture Concert: “Music from the Boyne Valley” and DreaMR,53.3423388,-6.2501342,8220B111761,Westland Row Church,53.342626,-6.250132,0.0002872084260627,2026-03-12T00:00:00Z,2026-03-12T00:00:00Z,1500,776.8749642657248,1165312.4463985872
Lón le Gaeilge – Lunch with Irish,52.26568169999999,-9.7063789,8390LL11011,Tralee Denny Street,52.266861,-9.706379,0.0011793000042508,2026-02-05T00:00:00Z,2026-06-04T00:00:00Z,500,458.8629367454988,229431.4683727494
Macbeth - Volta Theatre Company,52.3380334,-6.4621603,834000055,Custom House Quay,52.339415,-6.460298,0.0023188315699949,2026-03-13T00:00:00Z,2026-03-13T00:00:00Z,500,301.3108616420497,150655.43082102484
Magdalene Ho & Friends: French Elegance & Eastern Fire,52.0655322,-7.869051599999999,845000054,Villierstown,52.08854,-7.85106,0.0292071315161218,2026-05-31T00:00:00Z,2026-05-31T00:00:00Z,500,33.104765325575244,16552.382662787622
Mammy Mia! Here We Go Again,53.3355007,-6.2566432,8220DB000845,Leeson Street Lower,53.335453,-6.256252,0.0003940973610667,2026-03-15T00:00:00Z,2026-03-15T00:00:00Z,500,717.3100157329367,358655.00786646834
Margins: Fine art Photography by Michael Corrigan,53.342295,-6.262154799999999,8220DB001279,College Green,53.34426,-6.261705,0.0020158236629212,2026-03-05T00:00:00Z,2026-04-04T00:00:00Z,500,331.5843735476814,165792.18677384072
Matinee: Born to Dance by Kerry School of Music Dance Academy,52.2666168,-9.7083368,8390B635851,Tralee Prince's Street,52.266953,-9.709685,0.0013894868405283,2026-03-21T00:00:00Z,2026-03-21T00:00:00Z,1200,418.49989840450695,502199.87808540836
